dialect,op_name,td_symbol,template,source_file,family,status,arguments,argument_type_hints,results,result_type_hints,param_type_lists
ascendc,ascendc.slice_info.subindex,AscendC_SliceInfoSubIndexOp,AscendC_Op,include/ascir/Dialect/Asc/IR/Basic/OpDataCopy.td,datacopy,explicit-def,sliceInfo:AscendC_SliceInfo; index:AnySignlessIntegerOrIndex,sliceInfo:AscendC_SliceInfo; index:AnySignlessIntegerOrIndex,result:AscendC_SliceInfo,result:AscendC_SliceInfo,
ascendc,ascendc.softmax,AscendC_SoftMaxOp,APIOp,include/ascir/Dialect/Asc/IR/Adv/Activation.td,other,explicit-def,reuseSource:UnitAttr; basicBlock:UnitAttr; dataFormatNZ:UnitAttr; dst:AscendC_LocalTensor; sumTensor:AscendC_LocalTensor; maxTensor:AscendC_LocalTensor; src:AscendC_LocalTensor; sharedTmpBuffer:Optional<AscendC_LocalTensor>; tiling:AscendC_SoftMaxTiling; softmaxShapeInfo:Optional<AnyType>,reuseSource:UnitAttr; basicBlock:UnitAttr; dataFormatNZ:UnitAttr; dst:AscendC_LocalTensor; sumTensor:AscendC_LocalTensor; maxTensor:AscendC_LocalTensor; src:AscendC_LocalTensor; sharedTmpBuffer:AscendC_LocalTensor/Optional; tiling:AscendC_SoftMaxTiling; softmaxShapeInfo:AnyType/Optional,,,
ascendc,ascendc.sort,AscendC_SortOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpProposal.td,other,explicit-def,dst:AnyType; concat:AnyType; index:AnyType; tmp:AnyType; repeatTime:AnyType; isFullSort:UnitAttr,dst:AnyType; concat:AnyType; index:AnyType; tmp:AnyType; repeatTime:AnyType; isFullSort:UnitAttr,,,
ascendc,ascendc.sort32,AscendC_Sort32Op,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpProposal.td,other,explicit-def,dst:AnyType; src0:AnyType; src1:AnyType; repeatTime:AnyType,dst:AnyType; src0:AnyType; src1:AnyType; repeatTime:AnyType,,,
ascendc,ascendc.split,AscendC_SplitOp,DataMoveOp,include/ascir/Dialect/Asc/IR/Basic/OpVecDataMoveExt.td,concat,explicit-def,dstList:Variadic<AscendC_LocalTensor>; src:AscendC_LocalTensor; axis:AnyType; splitSizes:AnyType,dstList:AscendC_LocalTensor/Variadic; src:AscendC_LocalTensor; axis:AnyType; splitSizes:AnyType,,,
ascendc,ascendc.sqrt_l0,SqrtL0Op,UnaryL0Op,include/ascir/Dialect/Asc/IR/Basic/OpVecUnary.td,elewise,expanded-defm,dst:AnyType; src:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_UnaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_UnaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sqrt_l1,SqrtL1Op,UnaryL1Op,include/ascir/Dialect/Asc/IR/Basic/OpVecUnary.td,elewise,expanded-defm,dst:AnyType; src:AnyType; mask:Variadic<UI64>; repeatTimes:AnyType; repeatParams:AscendC_UnaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src:AnyType; mask:UI64/Variadic; repeatTimes:AnyType; repeatParams:AscendC_UnaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sqrt_l2,SqrtL2Op,UnaryL2Op,include/ascir/Dialect/Asc/IR/Basic/OpVecUnary.td,elewise,expanded-defm,dst:AnyType; src:AnyType; calCount:AnyType,dst:AnyType; src:AnyType; calCount:AnyType,,,
ascendc,ascendc.sub_l0,SubL0Op,BinaryTemplateL0Op,include/ascir/Dialect/Asc/IR/Basic/OpVecBinary.td,elewise,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src0:AnyType; src1:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sub_l1,SubL1Op,BinaryTemplateL1Op,include/ascir/Dialect/Asc/IR/Basic/OpVecBinary.td,elewise,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; mask:Variadic<UI64>; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src0:AnyType; src1:AnyType; mask:UI64/Variadic; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sub_l2,SubL2Op,BinaryL2Op,include/ascir/Dialect/Asc/IR/Basic/OpVecBinary.td,elewise,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,dst:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,,,
ascendc,ascendc.sub_l3,SubL3Op,BinaryL3Op,include/ascir/Dialect/Asc/IR/Basic/OpVecBinary.td,elewise,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType,dst:AnyType; src0:AnyType; src1:AnyType,,,
ascendc,ascendc.sub_relu_cast_l0,SubReluCastL0Op,BinaryCastL0Op,include/ascir/Dialect/Asc/IR/Basic/OpVecVconv.td,other,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src0:AnyType; src1:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sub_relu_cast_l1,SubReluCastL1Op,BinaryCastL1Op,include/ascir/Dialect/Asc/IR/Basic/OpVecVconv.td,other,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; mask:Variadic<UI64>; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src0:AnyType; src1:AnyType; mask:UI64/Variadic; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sub_relu_cast_l2,SubReluCastL2Op,BinaryL2Op,include/ascir/Dialect/Asc/IR/Basic/OpVecVconv.td,other,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,dst:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,,,
ascendc,ascendc.sub_relu_l0,SubReluL0Op,BinaryTemplateL0Op,include/ascir/Dialect/Asc/IR/Basic/OpVecBinary.td,elewise,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src0:AnyType; src1:AnyType; mask:AnyType; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sub_relu_l1,SubReluL1Op,BinaryTemplateL1Op,include/ascir/Dialect/Asc/IR/Basic/OpVecBinary.td,elewise,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; mask:Variadic<UI64>; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,dst:AnyType; src0:AnyType; src1:AnyType; mask:UI64/Variadic; repeatTimes:AnyType; repeatParams:AscendC_BinaryRepeatParams; isSetMask:UnitAttr,,,
ascendc,ascendc.sub_relu_l2,SubReluL2Op,BinaryL2Op,include/ascir/Dialect/Asc/IR/Basic/OpVecBinary.td,elewise,expanded-defm,dst:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,dst:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,,,
ascendc,ascendc.swiglu,AscendC_SwiGLUOp,MathLibraryOp,include/ascir/Dialect/Asc/IR/Basic/OpVecActivationExt.td,other,explicit-def,dst:AscendC_LocalTensor; src0:AnyType; src1:AnyType; sharedTmpBuffer:Optional<AnyType>; calCount:Optional<AnyType>,dst:AscendC_LocalTensor; src0:AnyType; src1:AnyType; sharedTmpBuffer:AnyType/Optional; calCount:AnyType/Optional,,,
ascendc,ascendc.swish,AscendC_SwishOp,MathLibraryOp,include/ascir/Dialect/Asc/IR/Basic/OpVecActivationExt.td,other,explicit-def,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:Optional<AnyType>; calCount:Optional<AnyType>,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:AnyType/Optional; calCount:AnyType/Optional,,,
ascendc,ascendc.sync_all_hard,SyncAllHardOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpBlockSync.td,other,explicit-def,isAIVOnly:UnitAttr,isAIVOnly:UnitAttr,,,
ascendc,ascendc.sync_all_soft,SyncAllSoftOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpBlockSync.td,other,explicit-def,gmWorkspace:AscendC_GlobalTensor; ubWorkspace:AscendC_LocalTensor; usedCores:AnyType; isAIVOnly:UnitAttr,gmWorkspace:AscendC_GlobalTensor; ubWorkspace:AscendC_LocalTensor; usedCores:AnyType; isAIVOnly:UnitAttr,,,0;0;0
ascendc,ascendc.tBufPool,AscendC_TBufPoolOp,AscendC_Op,include/ascir/Dialect/Asc/IR/Fwk/TBufPool.td,other,explicit-def,,,tBufPool:AscendC_TBufPool,tBufPool:AscendC_TBufPool,
ascendc,ascendc.tan,TanOp,UnaryMathOp,include/ascir/Dialect/Asc/IR/Adv/Math.td,other,inherited-class,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:Optional<AnyType>; calCount:Optional<AnyType>; isReuseSource:AnyType,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:AnyType/Optional; calCount:AnyType/Optional; isReuseSource:AnyType,,,
ascendc,ascendc.tanh,TanhOp,UnaryMathOp,include/ascir/Dialect/Asc/IR/Adv/Math.td,other,inherited-class,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:Optional<AnyType>; calCount:Optional<AnyType>; isReuseSource:AnyType,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:AnyType/Optional; calCount:AnyType/Optional; isReuseSource:AnyType,,,
ascendc,ascendc.tbuf,AscendC_TBufOp,AscendC_Op,include/ascir/Dialect/Asc/IR/Fwk/TBuf.td,other,explicit-def,,,buffer:AscendC_TBuf,buffer:AscendC_TBuf,
ascendc,ascendc.tbuf.get_tensor,AscendC_TBufGetTensorOp,APIOp,include/ascir/Dialect/Asc/IR/Fwk/TBuf.td,other,explicit-def,buffer:AscendC_TBuf; len:Optional<AnyType>,buffer:AscendC_TBuf; len:AnyType/Optional,tensor:AscendC_LocalTensor,tensor:AscendC_LocalTensor,
ascendc,ascendc.tbuf.get_with_offset,AscendC_TBufGetWithOffsetOp,APIOp,include/ascir/Dialect/Asc/IR/Fwk/TBuf.td,other,explicit-def,buffer:AscendC_TBuf; size:AnyType; bufOffset:AnyType,buffer:AscendC_TBuf; size:AnyType; bufOffset:AnyType,tensor:AscendC_LocalTensor,tensor:AscendC_LocalTensor,
ascendc,ascendc.tbuf_pool.init_buf_pool,AscendC_TBufPoolInitBufPoolOp,APIOp,include/ascir/Dialect/Asc/IR/Fwk/TBufPool.td,other,explicit-def,origin:AscendC_TBufPool; bufPool:AnyType; len:AnyType; shareBuf:Optional<AnyType>,origin:AscendC_TBufPool; bufPool:AnyType; len:AnyType; shareBuf:AnyType/Optional,value:AnyType,value:AnyType,
ascendc,ascendc.tbuf_pool.init_buffer,AscendC_TBufPoolInitBufferOp,APIOp,include/ascir/Dialect/Asc/IR/Fwk/TBufPool.td,other,explicit-def,bufPool:AscendC_TBufPool; buffer:AscendC_TBuf; length:AnyType,bufPool:AscendC_TBufPool; buffer:AscendC_TBuf; length:AnyType,,,
ascendc,ascendc.tbuf_pool.init_queue,AscendC_TBufPoolInitQueueOp,APIOp,include/ascir/Dialect/Asc/IR/Fwk/TBufPool.td,other,explicit-def,bufPool:AscendC_TBufPool; queue:AscendC_BaseQueueTypeInterface; num:AnyType; length:AnyType,bufPool:AscendC_TBufPool; queue:AscendC_BaseQueueTypeInterface; num:AnyType; length:AnyType,,,
ascendc,ascendc.tbuf_pool.reset,AscendC_TBufPoolResetOp,APIOp,include/ascir/Dialect/Asc/IR/Fwk/TBufPool.td,other,explicit-def,bufPool:AscendC_TBufPool,bufPool:AscendC_TBufPool,,,
ascendc,ascendc.tensor_desc,AscendC_TensorDescOp,AscendC_Op,include/ascir/Dialect/Asc/IR/Basic/OpListTensor.td,other,explicit-def,elementType:TypeAttr,elementType:TypeAttr,tensorDesc:AscendC_TensorDesc,tensorDesc:AscendC_TensorDesc,
ascendc,ascendc.tensor_desc_get_data_obj,AscendC_TensorDescGetDataObjOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpListTensor.td,other,explicit-def,tensorDesc:AscendC_TensorDesc,tensorDesc:AscendC_TensorDesc,result:AscendC_GlobalTensor,result:AscendC_GlobalTensor,
ascendc,ascendc.tensor_desc_get_data_ptr,AscendC_TensorDescGetDataPtrOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpListTensor.td,other,explicit-def,tensorDesc:AscendC_TensorDesc,tensorDesc:AscendC_TensorDesc,result:AnyRankedOrUnrankedMemRef,result:AnyRankedOrUnrankedMemRef,
ascendc,ascendc.tensor_desc_get_dim,AscendC_TensorDescGetDimOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpListTensor.td,other,explicit-def,tensorDesc:AscendC_TensorDesc,tensorDesc:AscendC_TensorDesc,result:UI64,result:UI64,
ascendc,ascendc.tensor_desc_get_index,AscendC_TensorDescGetIndexOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpListTensor.td,other,explicit-def,tensorDesc:AscendC_TensorDesc,tensorDesc:AscendC_TensorDesc,result:UI64,result:UI64,
ascendc,ascendc.tensor_desc_get_shape,AscendC_TensorDescGetShapeOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpListTensor.td,other,explicit-def,tensorDesc:AscendC_TensorDesc; offset:AnySignlessIntegerOrIndex,tensorDesc:AscendC_TensorDesc; offset:AnySignlessIntegerOrIndex,result:AnySignlessIntegerOrIndex,result:AnySignlessIntegerOrIndex,
ascendc,ascendc.tensor_desc_set_shape_addr,AscendC_TensorDescSetShapeAddrOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpListTensor.td,other,explicit-def,tensorDesc:AscendC_TensorDesc; shapePtr:UI64,tensorDesc:AscendC_TensorDesc; shapePtr:UI64,,,
ascendc,ascendc.to_que_bind,AscendC_ToQueBindOp,AscendC_Op,include/ascir/Dialect/Asc/IR/Fwk/TQue.td,other,explicit-def,source:AscendC_BaseQueueTypeInterface,source:AscendC_BaseQueueTypeInterface,result:AscendC_QueBind,result:AscendC_QueBind,
ascendc,ascendc.trans_data_to_5hd,AscendC_TransDataTo5HDOp,TransDataTo5HDSingleOp,include/ascir/Dialect/Asc/IR/Basic/OpDataConversion.td,transpose,inherited-class,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; params:AscendC_TransDataTo5HDParams,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; params:AscendC_TransDataTo5HDParams,,,
ascendc,ascendc.trans_data_to_5hd_tensor_list,AscendC_TransDataTo5HDTensorListOp,TransDataTo5HDTensorListOp,include/ascir/Dialect/Asc/IR/Basic/OpDataConversion.td,transpose,inherited-class,dstList:Variadic<AscendC_LocalTensor>; srcList:Variadic<AscendC_LocalTensor>; params:AscendC_TransDataTo5HDParams,dstList:AscendC_LocalTensor/Variadic; srcList:AscendC_LocalTensor/Variadic; params:AscendC_TransDataTo5HDParams,,,
ascendc,ascendc.trans_data_to_5hd_uint_list,AscendC_TransDataTo5HDUintListOp,TransDataTo5HDUintListOp,include/ascir/Dialect/Asc/IR/Basic/OpDataConversion.td,transpose,inherited-class,dstList:Variadic<AnyUnsignedInteger>; srcList:Variadic<AnyUnsignedInteger>; params:AscendC_TransDataTo5HDParams,dstList:AnyUnsignedInteger/Variadic; srcList:AnyUnsignedInteger/Variadic; params:AscendC_TransDataTo5HDParams,,,
ascendc,ascendc.transpose,AscendC_TransposeOp,TransposeSimpleOp,include/ascir/Dialect/Asc/IR/Basic/OpDataConversion.td,transpose,inherited-class,dst:AscendC_LocalTensor; src:AscendC_LocalTensor,dst:AscendC_LocalTensor; src:AscendC_LocalTensor,,,
ascendc,ascendc.transpose_ext,AscendC_TransposeExtOp,TransposeExtOp,include/ascir/Dialect/Asc/IR/Basic/OpDataConversion.td,transpose,inherited-class,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; sharedTmpBuffer:AscendC_LocalTensor; params:AscendC_TransposeParamsExt,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; sharedTmpBuffer:AscendC_LocalTensor; params:AscendC_TransposeParamsExt,,,
ascendc,ascendc.trap,AscendC_TrapOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpSysVar.td,other,no-signature,,,,,
ascendc,ascendc.trunc,TruncOp,UnaryMathOp,include/ascir/Dialect/Asc/IR/Adv/Math.td,other,inherited-class,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:Optional<AnyType>; calCount:Optional<AnyType>; isReuseSource:AnyType,dst:AscendC_LocalTensor; src:AnyType; sharedTmpBuffer:AnyType/Optional; calCount:AnyType/Optional; isReuseSource:AnyType,,,
ascendc,ascendc.wait_flag,WaitFlagOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpBlockSync.td,other,explicit-def,event:AscendC_HardEventAttr; eventId:AnyType,event:AscendC_HardEventAttr; eventId:AnyType,,,
ascendc,ascendc.wait_pre_block,WaitPreBlockOp,APIOp,include/ascir/Dialect/Asc/IR/Basic/OpDetermineComputeSync.td,other,explicit-def,gmWorkspace:AscendC_GlobalTensor; ubWorkspace:AscendC_LocalTensor,gmWorkspace:AscendC_GlobalTensor; ubWorkspace:AscendC_LocalTensor,,,0;0
ascendc,ascendc.where_extend,AscendC_WhereExtendOp,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecTernaryExt.td,elewise,explicit-def,dst:AscendC_LocalTensor; selMask:AscendC_LocalTensor; src0:AscendC_LocalTensor; src1:AscendC_LocalTensor; firstAxis:AnyType; lastAxis:AnyType; outputLastAxisStride:AnyType; maskLastAxisStride:AnyType; input0LastAxisStride:AnyType; input1LastAxisStride:AnyType; tmpBuf:AscendC_LocalTensor; usedSize:AnyType,dst:AscendC_LocalTensor; selMask:AscendC_LocalTensor; src0:AscendC_LocalTensor; src1:AscendC_LocalTensor; firstAxis:AnyType; lastAxis:AnyType; outputLastAxisStride:AnyType; maskLastAxisStride:AnyType; input0LastAxisStride:AnyType; input1LastAxisStride:AnyType; tmpBuf:AscendC_LocalTensor; usedSize:AnyType,,,
ascendc,ascendc.where_ternary,AscendC_WhereTernaryOp,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecTernaryExt.td,elewise,explicit-def,dst:AnyType; condition:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,dst:AnyType; condition:AnyType; src0:AnyType; src1:AnyType; calCount:AnyType,,,
ascendc,ascendc.whole_reduce_max_l0,AscendC_WholeReduceMaxL0Op,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecReduce.td,reduce,explicit-def,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:AnyType; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:AnyType; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,,,0;0;0;0;0;0;0;-1
ascendc,ascendc.whole_reduce_max_l1,AscendC_WholeReduceMaxL1Op,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecReduce.td,reduce,explicit-def,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:Variadic<UI64>; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:UI64/Variadic; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,,,
ascendc,ascendc.whole_reduce_min_l0,AscendC_WholeReduceMinL0Op,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecReduce.td,reduce,explicit-def,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:AnyType; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:AnyType; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,,,0;0;0;0;0;0;0;-1
ascendc,ascendc.whole_reduce_min_l1,AscendC_WholeReduceMinL1Op,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecReduce.td,reduce,explicit-def,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:Variadic<UI64>; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:UI64/Variadic; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; order:AscendC_ReduceOrderAttr; isSetMask:UnitAttr,,,
ascendc,ascendc.whole_reduce_sum_l0,AscendC_WholeReduceSumL0Op,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecReduce.td,reduce,explicit-def,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:AnyType; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; isSetMask:UnitAttr,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:AnyType; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; isSetMask:UnitAttr,,,0;0;0;0;0;0;0
ascendc,ascendc.whole_reduce_sum_l1,AscendC_WholeReduceSumL1Op,VectorOp,include/ascir/Dialect/Asc/IR/Basic/OpVecReduce.td,reduce,explicit-def,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:Variadic<UI64>; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; isSetMask:UnitAttr,dst:AscendC_LocalTensor; src:AscendC_LocalTensor; mask:UI64/Variadic; repeatTime:AnyType; dstRepStride:AnyType; srcBlkStride:AnyType; srcRepStride:AnyType; isSetMask:UnitAttr,,,
ascendc,ascendc.xor,XorOp,BinaryMathOp,include/ascir/Dialect/Asc/IR/Adv/Math.td,other,inherited-class,dst:AscendC_LocalTensor; src0:AnyType; src1:AnyType; sharedTmpBuffer:Optional<AnyType>; calCount:Optional<AnyType>; isReuseSource:AnyType,dst:AscendC_LocalTensor; src0:AnyType; src1:AnyType; sharedTmpBuffer:AnyType/Optional; calCount:AnyType/Optional; isReuseSource:AnyType,,,
emitasc,emitasc.call_opaque,EmitAsc_CallOpaqueOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,callee:StrAttr; callee_operands:Variadic<AnyType>,callee:StrAttr; callee_operands:AnyType/Variadic,result:Optional<AnyType>,result:AnyType/Optional,
emitasc,emitasc.copy_struct,EmitAsc_CopyStructOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,base:AnyMemRef,base:AnyMemRef,result:AnyType,result:AnyType,
emitasc,emitasc.declare_py_struct,EmitAsc_DeclarePyStructOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,pystruct:TypeAttr,pystruct:TypeAttr,,,
emitasc,emitasc.dereference,EmitAsc_DereferenceOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,base:AnyMemRef,base:AnyMemRef,result:AnyType,result:AnyType,
emitasc,emitasc.member,EmitAsc_MemberOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,base:AnyType; field:StrAttr,base:AnyType; field:StrAttr,result:AnyType,result:AnyType,
emitasc,emitasc.member_ptr,EmitAsc_MemberPtrOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,base:AnyMemRef; index:IndexAttr; field:OptionalAttr<StrAttr>,base:AnyMemRef; index:IndexAttr; field:OptionalAttr/StrAttr,result:AnyMemRef,result:AnyMemRef,
emitasc,emitasc.member_ref,EmitAsc_MemberRefOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,base:AnyMemRef; index:IndexAttr; field:OptionalAttr<StrAttr>,base:AnyMemRef; index:IndexAttr; field:OptionalAttr/StrAttr,result:AnyType,result:AnyType,
emitasc,emitasc.ptr_offset,EmitAsc_PtrOffsetOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,base:AnyMemRef; staticOffset:OptionalAttr<IndexAttr>; dynamicOffset:Optional<Index>,base:AnyMemRef; staticOffset:IndexAttr/OptionalAttr; dynamicOffset:Index/Optional,result:AnyMemRef,result:AnyMemRef,
emitasc,emitasc.reinterpret_cast,EmitAsc_ReinterpretCastOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,source:AnyType,source:AnyType,result:AnyType,result:AnyType,
emitasc,emitasc.set_member,EmitAsc_SetMemberOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,base:AnyType; field:StrAttr; value:AnyType,base:AnyType; field:StrAttr; value:AnyType,,,
emitasc,emitasc.variable,EmitAsc_VariableOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,staticInit:OptionalAttr<TypedAttrInterface>; dynamicInit:Optional<AnyType>,staticInit:OptionalAttr/TypedAttrInterface; dynamicInit:AnyType/Optional,result:AnyNon0RankedMemRef,result:AnyNon0RankedMemRef,
emitasc,emitasc.verbatim,EmitAsc_VerbatimOp,EmitAsc_Op,include/ascir/Dialect/EmitAsc/IR/Ops.td,other,explicit-def,value:StrAttr; args:Variadic<AnyType>,value:StrAttr; args:AnyType/Variadic,,,
